#	Sequence_name	block_1_18_60987833_60988302_patient_0::18:60987807-60988326
change	rank	file_name	score_pca	mean_ddba
Positive	1	STAT_known10_from_STAT1_3_from_STAT1_transfac_M00496.mlp	0.5085960289782612	0.11561708288266664
Positive	2	STAT_known12_from_STAT4_1_from_STAT4_transfac_M00498.mlp	0.43569286404883617	0.095748544688
Positive	3	ETS_known7_from_ELK1_3_from_ELK1_jaspar_MA0028.1.mlp	0.3908549000075676	0.09982451364666665
Positive	4	EN1_2_from_En1_jaspar_MA0027.1.mlp	0.2100281692934542	0.04356319770833334
Positive	5	WT1_1_from_WT1_transfac_M01118.mlp	0.1420229159226941	0.028583627083333295
Positive	6	SRY_1_from_SRY_transfac_M00148.mlp	0.09170280739149017	0.017159619793333327
Positive	7	FLI1_1_from_FLI1_jolma_DBD_M112.mlp	0.07945409357220229	0.028915133141666664
Positive	8	TEAD2_1_from_ETF_transfac_M00695.mlp	0.07626652096450019	0.014768772350000008
Positive	9	ETS_known16_from_ETS1_6_from_ETS1_jolma_full_M100.mlp	0.04471008031819751	0.008500196566666667
Positive	10	MYC_known10_from_USF2_1_from_USF2_transfac_M00726.mlp	0.043974773925945766	0.008016880446666676
Negative	1	AHR::ARNT_3_from_Arnt::Ahr_jaspar_MA0006.1.mlp	-0.6253080753847162	-0.15566222297833335
Negative	2	AHR_2_from_AhR_transfac_M00778.mlp	-0.17244346044081604	-0.05269405060833332
Negative	3	TATA_known4_from_TBP_4_from_TBP_transfac_M00980.mlp	-0.11842857495032953	-0.02312312060883333
Negative	4	NRF1_known2_from_NRF1_2_from_NRF1_jolma_full_M194.mlp	-0.10616834814054209	-0.11263585543333333
Negative	5	ZEB1_known5_from_ZEB1_5_from_ZEB1_jaspar_MA0103.1.mlp	-0.08513168903423872	-0.015668201161666718
Negative	6	CEBPA_2_from_CEBPA_jaspar_MA0102.2.mlp	-0.08209324566076012	-0.018137134741666668
Negative	7	ZBTB14_3_from_Zfp161_bulyk_sc09-primary.mlp	-0.04524066067644429	-0.04093897162
Negative	8	NKX2-2_2_from_Nkx2-2_bulyk_cell08-2823.1.mlp	-0.042571053233241285	-0.04003235065
Negative	9	NKX2-4_1_from_Nkx2-4_bulyk_cell08-3074.1.mlp	-0.0408289503285193	-0.037330353133333334
Negative	10	SRY_3_from_SRY_jaspar_MA0084.1.mlp	-0.03938380197656803	-0.008712689830333334
