#	Sequence_name	block_1_18_60987833_60988302_patient_6::18:60987807-60988326
change	rank	file_name	score_pca	mean_ddba
Positive	1	MYC_known10_from_USF2_1_from_USF2_transfac_M00726.mlp	0.36339832408185746	0.0790167464066666
Positive	2	HLF_1_from_HLF_transfac_M00260.mlp	0.1666097753851423	0.06234130606666666
Positive	3	HLF_3_from_HLF_jolma_full_M374.mlp	0.15888594175471094	0.06521289806666666
Positive	4	CEBPA_2_from_CEBPA_jaspar_MA0102.2.mlp	0.14132066816711464	0.032057926853333335
Positive	5	HLF_2_from_HLF_jaspar_MA0043.1.mlp	0.12385861352321799	0.05199852553333333
Positive	6	CEBPE_1_from_CEBPE_jolma_DBD_M359.mlp	0.12170939992945483	0.043452613939999996
Positive	7	CEBPB_known8_from_CEBPB_3_from_CEBPB_jolma_DBD_M356.mlp	0.1127747081731561	0.04372466248999999
Positive	8	CEBPB_known7_from_CEBP_5_from_CorEBP_transfac_M00912.mlp	0.09445546303685597	0.02268521958166667
Positive	9	TEF_3_from_TEF_jolma_FL_M395.mlp	0.09247951550903316	0.038833998018333336
Positive	10	NFIL3_3_from_NFIL3_jolma_DBD_M392.mlp	0.07628678216636825	0.029782368363333336
Negative	1	FOXC1_2_from_FOXC1_jaspar_MA0032.1.mlp	-0.6961540912011946	-0.17897088024283334
Negative	2	STAT_known13_from_STAT5A_4_from_STAT5A_transfac_M00499.mlp	-0.3153157118260133	-0.06562988081200001
Negative	3	AHR::ARNT_3_from_Arnt::Ahr_jaspar_MA0006.1.mlp	-0.10211256477679562	-0.01964987173333336
Negative	4	SRY_1_from_SRY_transfac_M00148.mlp	-0.07860048853712359	-0.014718842360166668
Negative	5	CEBPB_known3_from_CEBP_1_from_CorEBP_transfac_M00159.mlp	-0.06000202709615922	-0.0130996390865
Negative	6	AHR::ARNT_1_from_AhR:Arnt_transfac_M00235.mlp	-0.054033469818287	-0.03270631194
Negative	7	SRY_3_from_SRY_jaspar_MA0084.1.mlp	-0.039699087939390046	-0.008712689830333334
Negative	8	EGR1_known4_from_EGR_2_from_KROX_transfac_M00982.mlp	-0.015363922751221464	-0.011306018416666667
Negative	9	TBX5_2_from_TBX5_transfac_M01020.mlp	-0.010134255777712433	-0.002530144671666666
Negative	10	SP1_known9_from_SP3_2_from_SP3_jolma_DBD_M30.mlp	-0.010009625315888036	-0.0037182404666666695
