#	Sequence_name	block_1_18_60987833_60988302_patient_8::18:60987807-60988326
change	rank	file_name	score_pca	mean_ddba
Positive	1	ZBTB14_2_from_ZF5_transfac_M00716.mlp	0.7293523961840113	0.20006362494
Positive	2	NR3C1_known5_from_NR3C1_3_from_GR_transfac_M00921.mlp	0.4052079796258578	0.09261125761166666
Positive	3	FOXC1_7_from_Foxc1_jolma_DBD_M439.mlp	0.28059900644553576	0.06129196620333333
Positive	4	NKX2-8_2_from_NKX2-8_jolma_DBD_M601.mlp	0.23746178186498257	0.047205840541666676
Positive	5	NKX3-1_2_from_NKX3-1_jaspar_MA0124.1.mlp	0.20599871124897423	0.04735755875666667
Positive	6	FOXI1_2_from_FOXI1_jaspar_MA0042.1.mlp	0.19764463953496975	0.07947294366666667
Positive	7	NKX2-5_1_from_Nkx2-5_transfac_M00240.mlp	0.1967768165618984	0.04324587126333334
Positive	8	NKX2-1_3_from_Titf1_bulyk_cell08-1722.2.mlp	0.11470646710158246	0.07659523498333333
Positive	9	HOXD9_1_from_Hoxd9_jolma_DBD_M559.mlp	0.10718446696262153	0.023263743541666663
Positive	10	TEAD2_1_from_ETF_transfac_M00695.mlp	0.10715479715062155	0.020469946983333338
Negative	1	FOXC1_2_from_FOXC1_jaspar_MA0032.1.mlp	-0.6805713632175113	-0.17897088024283334
Negative	2	FOXI1_3_from_FOXI1_jolma_full_M414.mlp	-0.6765731709460575	-0.19769303952499998
Negative	3	FOXO6_2_from_FOXO6_jolma_DBD_M435.mlp	-0.6289807645096863	-0.179501760845
Negative	4	TCF3_5_from_E2A_transfac_M00973.mlp	-0.626209296268779	-0.17445791126666674
Negative	5	ZEB1_known5_from_ZEB1_5_from_ZEB1_jaspar_MA0103.1.mlp	-0.6102549278604367	-0.15598189441500004
Negative	6	FOXG1_5_from_Foxg1_jolma_DBD_M442.mlp	-0.5968232464120673	-0.16492044257000002
Negative	7	FOXO4_4_from_FOXO4_jolma_DBD_M432.mlp	-0.5762714948430275	-0.15617111971
Negative	8	FOXD3_4_from_FOXD3_jolma_DBD_M411.mlp	-0.5667348642495389	-0.14641676374999998
Negative	9	FOXD2_2_from_FOXD2_jolma_DBD_M409.mlp	-0.49922863583244886	-0.12509663006833335
Negative	10	MYC_known10_from_USF2_1_from_USF2_transfac_M00726.mlp	-0.49272913394399687	-0.11814741562166668
