#	Sequence_name	block_1_18_60987833_60988302_patient_4::18:60987807-60988326
change	rank	file_name	score_pca	mean_ddba
Positive	1	NKX2-8_2_from_NKX2-8_jolma_DBD_M601.mlp	0.25456096967292213	0.049620232136666664
Positive	2	WT1_1_from_WT1_transfac_M01118.mlp	0.15333726155725502	0.030525217833333288
Positive	3	SPZ1_1_from_Spz1_transfac_M00446.mlp	0.0446831842028063	0.02499088076833333
Positive	4	AHR::ARNT_3_from_Arnt::Ahr_jaspar_MA0006.1.mlp	0.01608456054428421	0.0027570831333333045
Positive	5	NKX2-8_3_from_NKX2-8_jolma_full_M602.mlp	0.012562268690300676	0.0025564876016666714
Positive	6	FOXC1_7_from_Foxc1_jolma_DBD_M439.mlp	0.003244172764453309	0.00047645796166666206
Positive	7	FOXL1_4_from_FOXL1_jolma_full_M423.mlp	0.003123198974418894	0.0004601111833333398
Positive	8	FOXP3_2_from_FOXP3_jolma_DBD_M437.mlp	0.0025498735882398663	0.0003273234499999871
Positive	9	FOXD3_4_from_FOXD3_jolma_DBD_M411.mlp	0.002540550404761765	0.00032643805333335197
Positive	10	FOXG1_5_from_Foxg1_jolma_DBD_M442.mlp	0.0025315376866815145	0.00036617121666667526
Negative	1	FOXC1_2_from_FOXC1_jaspar_MA0032.1.mlp	-0.7161268208989455	-0.17897088024283334
Negative	2	TEAD2_1_from_ETF_transfac_M00695.mlp	-0.5960060469165551	-0.14955466409000004
Negative	3	HNF4_known8_from_HNF4_5_from_HNF4,-COUP_transfac_M00967.mlp	-0.14936792060210444	-0.03192207561166666
Negative	4	TATA_known4_from_TBP_4_from_TBP_transfac_M00980.mlp	-0.11774229228200163	-0.02312312060883333
Negative	5	IRX5_2_from_IRX5_jolma_DBD_M563.mlp	-0.07154702637723598	-0.02608966950833333
Negative	6	STAT_known13_from_STAT5A_4_from_STAT5A_transfac_M00499.mlp	-0.06852484449560046	-0.012284054626666681
Negative	7	SP4_1_from_Sp4_bulyk_sc09-primary.mlp	-0.050230055290173416	-0.08012634258333333
Negative	8	EGR1_known4_from_EGR_2_from_KROX_transfac_M00982.mlp	-0.04017820490850632	-0.06858451841666667
Negative	9	TFAP2_known1_from_TFAP2_1_from_AP-2_transfac_M00189.mlp	-0.032126299322360136	-0.01697598924999999
Negative	10	IRX2_2_from_IRX2_jolma_DBD_M562.mlp	-0.02965451515421263	-0.014944753576666666
