#	Sequence_name	block_1_18_60987833_60988302_patient_2::18:60987807-60988326
change	rank	file_name	score_pca	mean_ddba
Positive	1	ZBTB14_2_from_ZF5_transfac_M00716.mlp	0.7462719189362184	0.20815271962333337
Positive	2	IRX5_2_from_IRX5_jolma_DBD_M563.mlp	0.44146853676802605	0.137991866575
Positive	3	NR3C1_known5_from_NR3C1_3_from_GR_transfac_M00921.mlp	0.3534500199415893	0.07949288285833332
Positive	4	IRX2_2_from_IRX2_jolma_DBD_M562.mlp	0.3268474980572662	0.11640824074
Positive	5	FOXC1_2_from_FOXC1_jaspar_MA0032.1.mlp	0.10790351391858828	0.020167685427166664
Positive	6	ZBTB14_1_from_ZF5_transfac_M00333.mlp	0.0729386654078367	0.02416584206333333
Positive	7	CLOCK_1_from_CLOCK_jolma_DBD_M316.mlp	0.05423242038468523	0.019908587373333335
Positive	8	MYF6_1_from_Myf6_bulyk_sc09-primary.mlp	0.034330277247224115	0.016574749711666666
Positive	9	BPTF_1_from_FAC1_transfac_M00456.mlp	0.03255346487969408	0.011004227416666665
Positive	10	NKX3-1_4_from_Nkx3-1_bulyk_cell08-2923.2.mlp	0.02925646429152639	0.015115836431666667
Negative	1	ZEB1_known5_from_ZEB1_5_from_ZEB1_jaspar_MA0103.1.mlp	-0.6223824645793756	-0.15915754866
Negative	2	HNF4_known8_from_HNF4_5_from_HNF4,-COUP_transfac_M00967.mlp	-0.5136699905180371	-0.130850936035
Negative	3	SRY_1_from_SRY_transfac_M00148.mlp	-0.3704352290175035	-0.08288711845833334
Negative	4	FOXO3_3_from_FOXO3_jaspar_MA0157.1.mlp	-0.3223132125011923	-0.08879406524999998
Negative	5	MYC_known10_from_USF2_1_from_USF2_transfac_M00726.mlp	-0.2584338744125828	-0.054278026550000046
Negative	6	FOXJ3_2_from_FOXJ3_jolma_DBD_M419.mlp	-0.17745360787573117	-0.04112992627
Negative	7	STAT_known13_from_STAT5A_4_from_STAT5A_transfac_M00499.mlp	-0.15060218032077616	-0.029541618538333342
Negative	8	FOXO1_1_from_FOXO1_transfac_M00473.mlp	-0.14537688653228803	-0.03700586482333334
Negative	9	FOXO1_3_from_FOXO1_jolma_DBD_M425.mlp	-0.12614176525836351	-0.03157051882833333
Negative	10	TATA_known4_from_TBP_4_from_TBP_transfac_M00980.mlp	-0.11396663769727942	-0.02312312060883333
