#	Sequence_name	RNF165;+;up1000;down1000;+rnd432::18:43907303-43907914
change	rank	file_name	score_mean_ddba	mean_ddba
Positive	1	FOXL1_2_from_FOXL1_jaspar_MA0033.1.mlp	0.27941080028666665	0.27941080028666665
Positive	2	STAT_known11_from_STAT3_2_from_STAT3_transfac_M00497.mlp	0.2048495384605	0.2048495384605
Positive	3	CDX_1_from_Cdx_transfac_M00991.mlp	0.004166055333333334	0.004166055333333334
Positive	4	ATF3_known13_from_CREB1_9_from_CREB_transfac_M00917.mlp	0.0029113697549999987	0.0029113697549999987
Positive	5	FOXI1_2_from_FOXI1_jaspar_MA0042.1.mlp	0.001350029983333333	0.001350029983333333
Positive	6	HMGA1_2_from_HMGIY_transfac_M01010.mlp	0.0010695109883333328	0.0010695109883333328
Positive	7	SRY_2_from_SRY_transfac_M00160.mlp	0.0008816552500000023	0.0008816552500000023
Positive	8	SP1_known7_from_SP1_6_from_SP1_jaspar_MA0079.2.mlp	0.00016229453333333407	0.00016229453333333407
Positive	9	SP1_known4_from_SP1_3_from_Sp1_transfac_M00931.mlp	8.03807166666633e-05	8.03807166666633e-05
Positive	10	PAX4_4_from_Pax-4_transfac_M00380.mlp	4.229003333333399e-05	4.229003333333399e-05
Positive	11	SP4_1_from_Sp4_bulyk_sc09-primary.mlp	1.0970333333333652e-06	1.0970333333333652e-06
Negative	1	ZEB1_known5_from_ZEB1_5_from_ZEB1_jaspar_MA0103.1.mlp	-0.2259027371683334	-0.2259027371683334
Negative	2	FOXD3_4_from_FOXD3_jolma_DBD_M411.mlp	-0.20709697740000002	-0.20709697740000002
Negative	3	ZNF384_1_from_CIZ_transfac_M00734.mlp	-0.09658199764333336	-0.09658199764333336
Negative	4	ETS_2_from_Ets_transfac_M00971.mlp	-0.07045800635166666	-0.07045800635166666
Negative	5	WT1_1_from_WT1_transfac_M01118.mlp	-0.008725417279999993	-0.008725417279999993
Negative	6	CDC5L_1_from_Cdc5_transfac_M00478.mlp	-0.004515350366666667	-0.004515350366666667
Negative	7	SP1_known9_from_SP3_2_from_SP3_jolma_DBD_M30.mlp	-0.0026309189183333337	-0.0026309189183333337
Negative	8	PAX4_5_from_Pax4_jaspar_MA0068.1.mlp	-0.00044221188333333906	-0.00044221188333333906
Negative	9	SP1_known8_from_SP1_7_from_SP1_jolma_DBD_M29.mlp	-0.0003710481499999937	-0.0003710481499999937
Negative	10	TEAD2_1_from_ETF_transfac_M00695.mlp	-0.0003364391733333241	-0.0003364391733333241
Negative	11	KLF16_1_from_KLF16_jolma_DBD_M23.mlp	-0.00021129180500000034	-0.00021129180500000034
Negative	12	ZNF281_1_from_Zfp281_bulyk_sc09-primary.mlp	-0.00017944490633333343	-0.00017944490633333343
Negative	13	SP1_known6_from_SP1_5_from_Sp1_transfac_M00933.mlp	-9.662578333332945e-05	-9.662578333332945e-05
Negative	14	CACBP_1_from_CAC-binding-protein_transfac_M00720.mlp	-6.167524499999887e-05	-6.167524499999887e-05
Negative	15	NKX2-2_2_from_Nkx2-2_bulyk_cell08-2823.1.mlp	-5.819308999999883e-05	-5.819308999999883e-05
