#	Sequence_name	DSEL;-;up1000;down1000;+rnd22::18:65184547-65185158
change	rank	file_name	score_mean_ddba	mean_ddba
Positive	1	STAT_known14_from_STAT6_2_from_STAT6_transfac_M00500.mlp	0.007278027386666657	0.007278027386666657
Positive	2	FOXO3_3_from_FOXO3_jaspar_MA0157.1.mlp	0.007117993133333333	0.007117993133333333
Positive	3	STAT_known9_from_STAT6_1_from_STAT6_transfac_M00494.mlp	0.005144422293333334	0.005144422293333334
Positive	4	EN1_2_from_En1_jaspar_MA0027.1.mlp	0.0003328689916666649	0.0003328689916666649
Negative	1	CPEB1_1_from_CPEB1_jolma_full_M748.mlp	-0.18442058025	-0.18442058025
Negative	2	ARID3A_2_from_Arid3a_bulyk_sc09-primary.mlp	-0.037438421775	-0.037438421775
Negative	3	TATA_known6_from_TBP_6_from_Tbp_bulyk_sc09-primary.mlp	-0.026911927116666682	-0.026911927116666682
Negative	4	FOXJ3_2_from_FOXJ3_jolma_DBD_M419.mlp	-0.01704111482333334	-0.01704111482333334
Negative	5	STAT_known12_from_STAT4_1_from_STAT4_transfac_M00498.mlp	-0.010623971941666697	-0.010623971941666697
Negative	6	STAT_known8_from_STAT5A_3_from_STAT5A_transfac_M00493.mlp	-0.009502121110000015	-0.009502121110000015
Negative	7	STAT_known13_from_STAT5A_4_from_STAT5A_transfac_M00499.mlp	-0.0058735583049999845	-0.0058735583049999845
Negative	8	STAT_known11_from_STAT3_2_from_STAT3_transfac_M00497.mlp	-0.0024658127666666555	-0.0024658127666666555
Negative	9	NFATC2_1_from_NFATC2_jaspar_MA0152.1.mlp	-0.0010232904166666364	-0.0010232904166666364
Negative	10	MZF1_3_from_MZF1:1-4_jaspar_MA0056.1.mlp	-0.0008166741750000058	-0.0008166741750000058
Negative	11	HMGA1_1_from_HMG-IY_transfac_M00750.mlp	-0.0007263212883333358	-0.0007263212883333358
Negative	12	STAT_known10_from_STAT1_3_from_STAT1_transfac_M00496.mlp	-0.0003555677000000516	-0.0003555677000000516
Negative	13	FOXO3_2_from_FOXO3A_transfac_M01137.mlp	-0.0002444649333333289	-0.0002444649333333289
Negative	14	SRY_3_from_SRY_jaspar_MA0084.1.mlp	-0.00017589898166667356	-0.00017589898166667356
Negative	15	MZF1_4_from_MZF1:5-13_jaspar_MA0057.1.mlp	-0.00012181421166666604	-0.00012181421166666604
