#	Sequence_name	BCL2;-;up1000;down1000;dup0;+rnd593::18:60987815-60988426
change	rank	file_name	score_mean_ddba	mean_ddba
Positive	1	OVOL2_1_from_MOVO-B_transfac_M01104.mlp	0.16804145908666668	0.16804145908666668
Positive	2	OTX_1_from_OTX_transfac_M01117.mlp	0.09695157388333332	0.09695157388333332
Positive	3	MYC_known10_from_USF2_1_from_USF2_transfac_M00726.mlp	0.057799418474999954	0.057799418474999954
Positive	4	AHR_2_from_AhR_transfac_M00778.mlp	0.03337502460333334	0.03337502460333334
Positive	5	WT1_1_from_WT1_transfac_M01118.mlp	0.023062101099999982	0.023062101099999982
Positive	6	SP1_known6_from_SP1_5_from_Sp1_transfac_M00933.mlp	0.015449261033333333	0.015449261033333333
Positive	7	PAX4_5_from_Pax4_jaspar_MA0068.1.mlp	0.0064083277096666676	0.0064083277096666676
Positive	8	EGR1_known4_from_EGR_2_from_KROX_transfac_M00982.mlp	0.0021869731999999945	0.0021869731999999945
Positive	9	STAT_known14_from_STAT6_2_from_STAT6_transfac_M00500.mlp	0.0020545343583333385	0.0020545343583333385
Positive	10	ZEB1_known5_from_ZEB1_5_from_ZEB1_jaspar_MA0103.1.mlp	0.0008893658583333277	0.0008893658583333277
Positive	11	ZNF281_1_from_Zfp281_bulyk_sc09-primary.mlp	0.0008089415666666652	0.0008089415666666652
Positive	12	ZBTB14_3_from_Zfp161_bulyk_sc09-primary.mlp	0.0006339012399999984	0.0006339012399999984
Positive	13	SP4_1_from_Sp4_bulyk_sc09-primary.mlp	0.000535914200000001	0.000535914200000001
Positive	14	GCM_1_from_GCM_transfac_M00634.mlp	0.000420368036666666	0.000420368036666666
Positive	15	SPZ1_1_from_Spz1_transfac_M00446.mlp	0.0003339441900000015	0.0003339441900000015
Negative	1	FOXO6_2_from_FOXO6_jolma_DBD_M435.mlp	-0.23167721643333336	-0.23167721643333336
Negative	2	FOXO4_4_from_FOXO4_jolma_DBD_M432.mlp	-0.23094724788333335	-0.23094724788333335
Negative	3	FOXI1_3_from_FOXI1_jolma_full_M414.mlp	-0.22237586276666665	-0.22237586276666665
Negative	4	FOXD3_4_from_FOXD3_jolma_DBD_M411.mlp	-0.21890521870833335	-0.21890521870833335
Negative	5	FOXG1_5_from_Foxg1_jolma_DBD_M442.mlp	-0.216029335995	-0.216029335995
Negative	6	FOXP3_2_from_FOXP3_jolma_DBD_M437.mlp	-0.19730671523666665	-0.19730671523666665
Negative	7	FOXL1_4_from_FOXL1_jolma_full_M423.mlp	-0.19006369606666665	-0.19006369606666665
Negative	8	FOXD2_2_from_FOXD2_jolma_DBD_M409.mlp	-0.189318420655	-0.189318420655
Negative	9	FOXK1_4_from_Foxk1_jolma_DBD_M448.mlp	-0.172644596795	-0.172644596795
Negative	10	FOXA_known5_from_FOXA1_2_from_FOXA1_jaspar_MA0148.1.mlp	-0.14869180666200002	-0.14869180666200002
Negative	11	FOXC1_7_from_Foxc1_jolma_DBD_M439.mlp	-0.13660096610833333	-0.13660096610833333
Negative	12	TFAP2_known1_from_TFAP2_1_from_AP-2_transfac_M00189.mlp	-0.09629753126666667	-0.09629753126666667
Negative	13	FOXO1_3_from_FOXO1_jolma_DBD_M425.mlp	-0.05554481236	-0.05554481236
Negative	14	PAX2_2_from_Pax-2_transfac_M00486.mlp	-0.05130268243666667	-0.05130268243666667
Negative	15	FOXO1_1_from_FOXO1_transfac_M00473.mlp	-0.038516833105	-0.038516833105
