#	Sequence_name	DSEL;-;up1000;down1000;+rnd287::18:65184812-65185423
change	rank	file_name	score_mean_ddba	mean_ddba
Positive	1	BARHL2_2_from_BARHL2_jolma_DBD_M458.mlp	0.108362724655	0.108362724655
Positive	2	BARHL2_5_from_BARHL2_jolma_full_M461.mlp	0.06442960164	0.06442960164
Positive	3	STAT_known10_from_STAT1_3_from_STAT1_transfac_M00496.mlp	0.007160865091666683	0.007160865091666683
Positive	4	KLF12_1_from_AP-2rep_transfac_M00468.mlp	0.004365533160000004	0.004365533160000004
Positive	5	HMGA1_2_from_HMGIY_transfac_M01010.mlp	0.0027343899300000026	0.0027343899300000026
Positive	6	ZNF281_1_from_Zfp281_bulyk_sc09-primary.mlp	0.00029402965666666697	0.00029402965666666697
Positive	7	NR2F2_1_from_ARP-1-(COUP-TF2)_transfac_M00155.mlp	4.5575463333334295e-05	4.5575463333334295e-05
Positive	8	ZNF740_2_from_ZNF740_jolma_DBD_M50.mlp	1.6225388999999765e-05	1.6225388999999765e-05
Negative	1	TATA_known6_from_TBP_6_from_Tbp_bulyk_sc09-primary.mlp	-0.1329446138166667	-0.1329446138166667
Negative	2	STAT_known8_from_STAT5A_3_from_STAT5A_transfac_M00493.mlp	-0.018054946615	-0.018054946615
Negative	3	PAX4_4_from_Pax-4_transfac_M00380.mlp	-0.017506353001666666	-0.017506353001666666
Negative	4	STAT_known9_from_STAT6_1_from_STAT6_transfac_M00494.mlp	-0.0075081649466666525	-0.0075081649466666525
Negative	5	HDX_1_from_Hdx_bulyk_cell08-3845.3.mlp	-0.003197568301666667	-0.003197568301666667
Negative	6	CPEB1_1_from_CPEB1_jolma_full_M748.mlp	-0.0009128917666666593	-0.0009128917666666593
Negative	7	MZF1_4_from_MZF1:5-13_jaspar_MA0057.1.mlp	-0.0005134596849999974	-0.0005134596849999974
Negative	8	MZF1_2_from_MZF1_transfac_M00084.mlp	-0.00019394419833333287	-0.00019394419833333287
Negative	9	FOXO3_2_from_FOXO3A_transfac_M01137.mlp	-4.609818333333826e-05	-4.609818333333826e-05
