#	Sequence_name	block_0_18_60986372_60987028_patient_10::18:60986346-60987052
change	rank	file_name	score_pca	mean_ddba
Positive	1	TFCP2_2_from_LBP-1_transfac_M00644.mlp	0.7752424883090971	0.22350963378333333
Positive	2	NKX3-1_2_from_NKX3-1_jaspar_MA0124.1.mlp	0.7690617291133061	0.23002870540000006
Positive	3	ZBTB33_known1_from_ZBTB33_1_from_KAISO_transfac_M01119.mlp	0.6414480054741764	0.22584697026666667
Positive	4	MYOG_1_from_myogenin_transfac_M00712.mlp	0.5146391404566716	0.1357810196666667
Positive	5	STAT_known12_from_STAT4_1_from_STAT4_transfac_M00498.mlp	0.3005180634230143	0.06272536920833333
Positive	6	NKX3-1_1_from_Nkx3-1_transfac_M00451.mlp	0.26109791497264734	0.12856341464999999
Positive	7	STAT_known10_from_STAT1_3_from_STAT1_transfac_M00496.mlp	0.2321842941028461	0.04642917176666664
Positive	8	POU3F1_3_from_POU3F1_jolma_DBD_M214.mlp	0.19544090798182434	0.08689940088333332
Positive	9	POU3F4_3_from_POU3F4_jolma_DBD_M221.mlp	0.1515073858306559	0.07120030504999998
Positive	10	PAX2_2_from_Pax-2_transfac_M00486.mlp	0.11687244687026195	0.022020890403333326
Negative	1	ETS_known8_from_ETS1_3_from_ETS1_jaspar_MA0098.1.mlp	-1.3052966078462978	-0.48820089301499997
Negative	2	ARID3A_1_from_ARID3A_jaspar_MA0151.1.mlp	-0.9026234371858662	-0.2693894317566667
Negative	3	FEV_1_from_FEV_jaspar_MA0156.1.mlp	-0.7162453110010075	-0.22120296564999997
Negative	4	STAT_known13_from_STAT5A_4_from_STAT5A_transfac_M00499.mlp	-0.7070305099427336	-0.18512694701166665
Negative	5	MEIS2_3_from_Meis2_jolma_DBD_M167.mlp	-0.5548648747634015	-0.13786712135166668
Negative	6	ELF5_1_from_ELF5_jaspar_MA0136.1.mlp	-0.24572938748965117	-0.05755757924833333
Negative	7	NFAT_2_from_NF-AT_transfac_M00935.mlp	-0.21659780138223553	-0.055741100561666666
Negative	8	NKX2-1_2_from_TTF-1-(Nkx2-1)_transfac_M00794.mlp	-0.19447061659899517	-0.04587537815833334
Negative	9	STAT_known8_from_STAT5A_3_from_STAT5A_transfac_M00493.mlp	-0.16623170101516238	-0.03259426211999993
Negative	10	NFAT_1_from_NF-AT_transfac_M00302.mlp	-0.15694513357222184	-0.04726528355000001
