#	Sequence_name	block_0_18_60986372_60987028_patient_5::18:60986346-60987052
change	rank	file_name	score_pca	mean_ddba
Positive	1	ZNF354C_1_from_ZNF354C_jaspar_MA0130.1.mlp	0.7497111657495564	0.20979336890333333
Positive	2	NKX3-1_2_from_NKX3-1_jaspar_MA0124.1.mlp	0.6383885670024411	0.17930545818333332
Positive	3	ETS_known8_from_ETS1_3_from_ETS1_jaspar_MA0098.1.mlp	0.617667727869349	0.15891875501333336
Positive	4	ETS_2_from_Ets_transfac_M00971.mlp	0.42431544138926774	0.105437917785
Positive	5	STAT_known11_from_STAT3_2_from_STAT3_transfac_M00497.mlp	0.39467567426479117	0.08933380613333337
Positive	6	SPI1_known2_from_SPI1_2_from_SPI1_jaspar_MA0080.2.mlp	0.2737154757004545	0.06488840538166667
Positive	7	NKX3-1_1_from_Nkx3-1_transfac_M00451.mlp	0.1525124431630072	0.061161663016666666
Positive	8	SRY_2_from_SRY_transfac_M00160.mlp	0.13744042651402563	0.043113131299999996
Positive	9	STAT_known10_from_STAT1_3_from_STAT1_transfac_M00496.mlp	0.10770849126879614	0.02094173590333336
Positive	10	ETV6_2_from_ETV6_jolma_full_M108.mlp	0.10588911767927553	0.036897202898333335
Negative	1	MZF1_3_from_MZF1:1-4_jaspar_MA0056.1.mlp	-0.6614248115377352	-0.17587109343666674
Negative	2	MZF1_1_from_MZF1_transfac_M00083.mlp	-0.5576154357115549	-0.146654914235
Negative	3	CACBP_1_from_CAC-binding-protein_transfac_M00720.mlp	-0.3323130830009823	-0.09769807458333335
Negative	4	STAT_known13_from_STAT5A_4_from_STAT5A_transfac_M00499.mlp	-0.22492175733995	-0.04624468278833338
Negative	5	CACD_2_from_CACD_transfac_M01113.mlp	-0.20072561533760863	-0.050418422406666684
Negative	6	NKX2-1_2_from_TTF-1-(Nkx2-1)_transfac_M00794.mlp	-0.1960193530773776	-0.04587537815833334
Negative	7	NR3C1_known13_from_AR_6_from_Ar_jaspar_MA0007.1.mlp	-0.1627381466535133	-0.09670210236666667
Negative	8	POU3F3_1_from_Pou3f3_bulyk_cell08-3235.2.mlp	-0.1601858576002771	-0.09665164483833337
Negative	9	SP1_known6_from_SP1_5_from_Sp1_transfac_M00933.mlp	-0.1592816406951782	-0.05228863540333333
Negative	10	NR3C1_known4_from_AR_2_from_AR_transfac_M00481.mlp	-0.14316748563978937	-0.07997594933333332
