#	Sequence_name	block_0_18_60986372_60987028_patient_6::18:60986346-60987052
change	rank	file_name	score_pca	mean_ddba
Positive	1	PDX1_3_from_Pdx1_jaspar_MA0132.1.mlp	0.8898090408201191	0.2617562381433334
Positive	2	STAT_known13_from_STAT5A_4_from_STAT5A_transfac_M00499.mlp	0.3384652285312827	0.07199361859999999
Positive	3	HOXD8_2_from_HOXD8_jolma_DBD_M550.mlp	0.2992615438419029	0.06570115637666667
Positive	4	SPI1_known2_from_SPI1_2_from_SPI1_jaspar_MA0080.2.mlp	0.214708808630341	0.049500469959999994
Positive	5	MZF1_4_from_MZF1:5-13_jaspar_MA0057.1.mlp	0.12767809436653585	0.03310339673333334
Positive	6	STAT_known11_from_STAT3_2_from_STAT3_transfac_M00497.mlp	0.08791290887754528	0.01642501845000006
Positive	7	TATA_known6_from_TBP_6_from_Tbp_bulyk_sc09-primary.mlp	0.08762419061255385	0.04542853708333334
Positive	8	E2F_known15_from_E2F1_13_from_E2F_transfac_M00803.mlp	0.08197133386264008	0.015637882931666597
Positive	9	OVOL2_1_from_MOVO-B_transfac_M01104.mlp	0.05822069634401271	0.01114114598333333
Positive	10	MZF1_3_from_MZF1:1-4_jaspar_MA0056.1.mlp	0.05106740029741651	0.009656256049999886
Negative	1	NKX2-1_2_from_TTF-1-(Nkx2-1)_transfac_M00794.mlp	-0.19641574551756227	-0.04587537815833334
Negative	2	NR3C1_known13_from_AR_6_from_Ar_jaspar_MA0007.1.mlp	-0.12856526210269922	-0.09670210236666667
Negative	3	NR3C1_known4_from_AR_2_from_AR_transfac_M00481.mlp	-0.11407067808235263	-0.07997594933333332
Negative	4	NR2F2_1_from_ARP-1-(COUP-TF2)_transfac_M00155.mlp	-0.09626029663444216	-0.07239914792666667
Negative	5	PBX1_3_from_Pbx-1_transfac_M01017.mlp	-0.08657658688144032	-0.02210425711833333
Negative	6	NR3C1_known17_from_AR_9_from_Ar_jolma_DBD_M657.mlp	-0.07427629317500295	-0.04905279006666666
Negative	7	HMGA1_2_from_HMGIY_transfac_M01010.mlp	-0.07388191362837701	-0.025530420151666663
Negative	8	STAT_known12_from_STAT4_1_from_STAT4_transfac_M00498.mlp	-0.06108012850815223	-0.011118355164999994
Negative	9	NR3C1_known15_from_AR_7_from_AR_jolma_DBD_M655.mlp	-0.05133400395755747	-0.03248778174499999
Negative	10	NKX3-1_1_from_Nkx3-1_transfac_M00451.mlp	-0.05074313478617762	-0.024401818100000004
