#	Sequence_name	block_0_18_60986372_60987028_patient_1::18:60986346-60987052
change	rank	file_name	score_pca	mean_ddba
Positive	1	SRY_1_from_SRY_transfac_M00148.mlp	0.12306183658066207	0.023026346528333328
Positive	2	PAX2_2_from_Pax-2_transfac_M00486.mlp	0.044016963486416316	0.007763981923333341
Positive	3	E2F_known15_from_E2F1_13_from_E2F_transfac_M00803.mlp	0.0391925604458444	0.007004136033333272
Positive	4	MZF1_3_from_MZF1:1-4_jaspar_MA0056.1.mlp	0.03691564154209275	0.006604317749999943
Positive	5	OVOL2_1_from_MOVO-B_transfac_M01104.mlp	0.01904966538418437	0.003417862811666682
Positive	6	TEAD2_1_from_ETF_transfac_M00695.mlp	0.01610614355380312	0.002991518833333287
Positive	7	MEIS2_3_from_Meis2_jolma_DBD_M167.mlp	0.01609389995745993	0.0029667704399999983
Positive	8	WT1_1_from_WT1_transfac_M01118.mlp	0.015018236336959893	0.002810187964999999
Positive	9	MZF1_1_from_MZF1_transfac_M00083.mlp	0.008842086601722322	0.0017903569166666897
Positive	10	MZF1_2_from_MZF1_transfac_M00084.mlp	0.007946249247131025	0.006027323479999999
Negative	1	STAT_known13_from_STAT5A_4_from_STAT5A_transfac_M00499.mlp	-0.07281786081688571	-0.012892260648333313
Negative	2	STAT_known10_from_STAT1_3_from_STAT1_transfac_M00496.mlp	-0.07186053790328854	-0.012773965591666672
Negative	3	HMGA1_1_from_HMG-IY_transfac_M00750.mlp	-0.052266900975958396	-0.00992151966666673
Negative	4	STAT_known9_from_STAT6_1_from_STAT6_transfac_M00494.mlp	-0.04609207004597475	-0.008165935626666657
Negative	5	STAT_known11_from_STAT3_2_from_STAT3_transfac_M00497.mlp	-0.045588195245278774	-0.007939163629999935
Negative	6	STAT_known8_from_STAT5A_3_from_STAT5A_transfac_M00493.mlp	-0.043460164556498516	-0.0076437939466666395
Negative	7	STAT_known12_from_STAT4_1_from_STAT4_transfac_M00498.mlp	-0.02426522272144461	-0.004248156034999952
Negative	8	ARID3A_1_from_ARID3A_jaspar_MA0151.1.mlp	-0.02296647556757061	-0.004203711301666695
Negative	9	STAT_known14_from_STAT6_2_from_STAT6_transfac_M00500.mlp	-0.009812845356654722	-0.001737136701666607
Negative	10	ETS_known8_from_ETS1_3_from_ETS1_jaspar_MA0098.1.mlp	-0.008996973115332181	-0.0015450887449999552
